"gid","lbl.x","val.x","lbl.y","val.y","건축면적","건축물높이","건축물수","건축물연면적","건폐율","고등학생인구수","고령인구수","공동건축물수","생산가능인구수","용적율","유소년인구수","유아인구수","중학생인구수","초등학생인구수","총인구수","연령20대수","연령30대수","연령40대수","연령50대수","연령60대수","연령70대수","연령80대수","연령90대수","연령100대이상수","공시지가","노후건물수20년","노후건물수30년","응급의료시설접근성","보건기관접근성","주차장접근성","토지이용복합도","토지이용압축도","화재발생수","화재재산피해합계","화재재산피해평균","화재인명피해합계","화재인명피해평균","화재진압시간합계","화재진압시간평균","구조발생수","구조대상자수합계","구조대상자수평균","구조사망합계","구조사망평균","구조안전구조합계","구조안전구조평균","구조경상합계","구조경상평균","구조중상합계","구조중상평균","구조행방불명합계구조","구조행방불명평균","구급발생수","전체발생수","화재발생정규화","구조발생정규화","구급발생정규화","전체발생정규화","소요시간","정규화시간","전체시간가중"
"라마60a04a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.42,0,0,22.196,8.963,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,31.9604198099507,1.6364018403034,1.6364018403034
"라라71b81b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.039,2.573,5.743,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,20.628624220919,1.40800295414181,1.40800295414181
"라라56a81b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15734.96,0,0,8.18,1.249,1.668,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,7.56025122589397,1.14460234718973,1.14588481480563
"라마45b00a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818.03,0,0,17.724,3.692,6.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,24.3877478420919,1.48377026226822,1.48377026226822
"라라66b94a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10431.25,0,0,20.344,3.511,9.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,24.3633664259582,1.48327884074158,1.48327884074158
"라라67b86a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460.63,0,0,17.647,3.576,6.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,16.3196310718889,1.32115270803704,1.32115270803704
"라마52b03b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971.6,0,0,21.189,4.896,6.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,23.9916450168704,1.47578658100824,1.47578658100824
"라라59b99a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945.32,0,0,16.948,3.914,5.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,23.7684619754374,1.47128819788149,1.47128819788149
"라라49a99a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.01,0,0,15.605,1.4,10.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,26.1787526925479,1.51986899964309,1.51986899964309
"라라45b85a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,12.565,5.011,6.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,18.1444672760889,1.35793333589006,1.35793333589006
"라마61a00b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356.25,0,0,18.72,5.685,7.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,24.768259559176,1.49143969573714,1.49143969573714
"라라42a87a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544.99,0,0,16.923,7.479,7.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,14.5429559874507,1.28534279537417,1.28534279537417
"라라73b92a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962.1,0,0,17.507,6.079,3.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,28.8292562227387,1.57329142941661,1.57329142941661
"라마55b02a",NA,NA,NA,NA,102.36,0,5,102.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6815.45,5,5,26.102,6.967,7.089,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.779643784559243,0,0,0.00512820512820513,0.00512820512820513,21.355780922856,1.42265921752765,1.42995490582267
"라라68b82a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896.89,0,0,17.656,2.638,10.431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,19.963340383936,1.39459377409136,1.39537505911887
"라라57b93a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61142.33,0,0,9.574,4.188,3.184,0,0,1,11,11,0,0,2177,2177,10,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,-0.29069250280625,0.032258064516129,0.00560224089635854,0,0.0378603054124876,11.0723720562947,1.21539117138145,1.26140625232559
"라라37a92a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641.1,0,0,24.286,5.1,5.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,22.2126809116132,1.43993053180846,1.43993053180846
"라라76b84a",NA,NA,NA,NA,196.34,0,2,196.34,24.27,0,0,0,0,24.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479.5,2,1,24.922,3.96,2.406,2,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,14.9125086373173,1.29279134251257,1.29279134251257
"라마58a04b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375.1,0,0,25.459,7.382,3.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,29.9929999332162,1.59674735616381,1.59674735616381
"라라63b79a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907.29,0,0,13.704,2.726,4.381,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,18.5679830094219,1.3664695401487,1.36723506930284
"라마49b00a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.88,0,0,16.417,5.261,17.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,30.0611782550884,1.59812152962588,1.59812152962588
"라라44a89a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.05,0,0,16.108,13.769,8.254,0,0,0,0,0,0,0,0,0,3,1,0.333333333,0,0,1,0.333333333,0,0,0,0,0,0,0,-0.807003560987677,0,0.00168067226890756,0,0.00168067226890756,27.322280227692,1.54291745769812,1.54551059628249
"라라61a99a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.32,0,0,16.601,3.567,5.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,23.7456361305024,1.47082812979097,1.47082812979097
"라라50a88a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6247.54,0,0,2.33,3.286,1.042,0,0,0,0,0,0,0,0,0,12,1,0.083333333,0,0,1,0.083333333,0,0,0,0,0,0,1,-0.598940183646246,0,0.00672268907563025,0.00512820512820513,0.0118508942038354,8.32834611032326,1.16008374329256,1.17383177300191
"라라59a94b",NA,NA,NA,NA,364.3,0,1,364.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55524.39,1,1,11.102,3.8,3.864,1,0.15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.74952651774041,0,0.00112044817927171,0.00512820512820513,0.00624865330747684,12.1698013762396,1.23751049327948,1.24524326731635
"라라72a93b",NA,NA,NA,NA,108.5,0,1,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897.31,1,1,15.174,4.112,6.97,1,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,21.7690103434785,1.4309880952115,1.43178976921442
"라라60a95b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4991.7,0,0,12.31,2.793,3.077,0,0,1,781,781,0,0,127,127,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.350927036443916,0.032258064516129,0.00336134453781513,0,0.0356194090539442,16.796648333148,1.33076726649739,1.37816841011835
"라라37a93a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.2,0,0,29.259,4.59,4.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,24.9280183295552,1.49465972604235,1.49465972604235
"라라53b81a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19233.32,0,0,7.581,5.725,2.243,0,0,1,132,132,0,0,1176,1176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411161570081582,0.032258064516129,0.00112044817927171,0,0.0333785126954007,6.9125830808997,1.13154822158741,1.16931761826712
"라라43b93b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939.17,0,0,12.104,3.087,3.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,17.3226294446365,1.34136871964417,1.34136871964417
"라마56b02b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153.84,0,0,25.039,5.903,6.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,25.1378024111418,1.49888804539318,1.49888804539318
"라라64b83a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4769.34,0,0,11.218,1.065,1.019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,19.8210102460947,1.39172502794299,1.39250470582979
"라마55b01b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.07,0,0,20.266,1.306,9.808,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,21.1133435499462,1.4177727522273,1.41936129312615
"라라71b90b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293.86,0,0,15.328,3.131,2.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,15.0916268837681,1.29640157424144,1.29640157424144
"라라47b90a",NA,NA,NA,NA,126.52,0,2,117.14,17.67,0,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164.33,1,1,8.27,8.33,1.099,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,16.4031290696574,1.32283565841655,1.32283565841655
"라라43a92a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870.31,0,0,13.567,2.426,2.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,23.8825076932158,1.47358685520437,1.47358685520437
"라라42b94a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311.39,0,0,14.358,3.403,3.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,25.7037180593383,1.51029440219639,1.51029440219639
"라라70b89a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12189.14,0,0,16.027,1.201,1.047,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,12.2749762086066,1.23963035278242,1.24101929435417
"라라63b93b",NA,NA,NA,NA,88.93,0,1,88.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3606.76,1,1,18.04,4.431,3.545,1,0.04,4,11190,2797.5,0,0,3245,811.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791423036046119,0.129032258064516,0,0,0.129032258064516,19.8557894008094,1.39242602189722,1.57209389569041
"라라61b87b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.89,0,0,7.277,2.576,1.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,15.1694298491843,1.29796973795402,1.29796973795402
"라마59a00a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5058.3,0,0,18.823,4.17,6.333,0,0,1,1100,1100,0,0,1260,1260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.426220203490998,0.032258064516129,0.000560224089635854,0,0.0328182886057649,21.7141647718243,1.42988265103204,1.47680895254599
"라라73a82a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.63,0,0,23.388,2.899,3.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,12.4125834771402,1.24240390677163,1.24240390677163
"라라64a80b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9453.45,0,0,12.284,4.669,4.341,0,0,1,0,0,0,0,1151,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.441278836900415,0.032258064516129,0,0,0.032258064516129,14.3823626917137,1.28210594472829,1.32346420100985
"라라49b90a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9533.52,0,0,4.028,4.086,2.285,0,0,0,0,0,0,0,0,0,10,2,0.2,0,0,0,0,1,0.1,1,0.1,0,0,0,-0.701593127121761,0,0.00560224089635854,0,0.00560224089635854,10.5457837007285,1.20477747887949,1.21152693254268
"라라45a88b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.77,0,0,15.412,13.072,7.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,21.7085483973687,1.42976944976046,1.42976944976046
"라라65a90b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29262.63,0,0,15.199,3.42,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,15.9007516330682,1.31270995097255,1.31270995097255
"라라61a74a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381.39,0,0,17.181,5.351,8.775,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.79194492757826,0,0.00224089635854342,0,0.00224089635854342,22.8598574822581,1.4529747494458,1.45623071527089
"라마59a02b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491.81,0,0,21.082,6.414,12.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,26.5907409305127,1.52817286057347,1.52817286057347
"라마57b03b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694.99,0,0,23.609,5.533,4.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,27.414804697592,1.54478234183778,1.54478234183778
"라라42b90b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981.63,0,0,18.527,3.109,3.317,0,0,1,1558,1558,0,0,3034,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.441278836900415,0.032258064516129,0,0,0.032258064516129,16.1345065813916,1.31742141698977,1.35991888205396
"라마53b00b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231.26,0,0,20.115,3.227,11.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,22.2419621573945,1.44052071223215,1.44052071223215
"라라68a85a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364.59,0,0,18.695,3.265,7.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,15.5040841060335,1.30471488782132,1.30471488782132
"라라36b92a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0,0,25.134,5.82,5.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,20.7274941741788,1.4099957351642,1.4099957351642
"라마47a00a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.63,0,0,17.522,3.317,8.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,27.2316577005193,1.54109090831283,1.54109090831283
"라라35a92a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,30.023,5.493,1.073,3,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,14.7861422114266,1.29024435420036,1.29024435420036
"라라36a88b",NA,NA,NA,NA,134.39,0,1,134.39,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18617.79,1,1,32.235,3.464,2.731,1,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,15.6486988880814,1.30762968229345,1.30836224794179
"라라73a88b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18319.66,0,0,18.612,0.617,2.393,0,0,1,45,45,0,0,919,919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.426220203490998,0.032258064516129,0.000560224089635854,0,0.0328182886057649,7.99435623747779,1.15335198446865,1.19120302275897
"라라74b83a",NA,NA,NA,NA,30.14,0,1,30.14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8649.8,1,1,24.118,3.045,1.647,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,9.61716661266729,1.18606066503323,1.18606066503323
"라라42a91b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857.91,0,0,16.177,1.823,2.031,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.776886294168844,0,0.00280112044817927,0,0.00280112044817927,16.801619171142,1.33086745660867,1.33459537665519
"라마53a03a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7277.12,0,0,19.735,4.968,8.973,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,18.0502590735553,1.35603451514652,1.35755388155005
"라라58b98a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5164.46,0,0,15.454,3.892,5.149,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,16.0791897231909,1.31630647375772,1.3177813269496
"라라49a99b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.84,0,0,21.333,7.127,10.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,35.9538784735876,1.71689230657954,1.71689230657954
"라마58b00a",NA,NA,NA,NA,77.77,0,4,77.77,25.92,0,0,0,0,25.92,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9844.59,3,1,18.246,3.579,7.049,1,0.11,0,0,0,0,0,0,0,8,1,0.125,0,0,1,0.125,0,0,0,0,0,0,0,-0.731710393940594,0,0.00448179271708683,0,0.00448179271708683,22.9833815605107,1.45546444859942,1.46198753856513
"라라78a85a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.77,0,0,26.009,4.415,14.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,22.2472390931784,1.44062707192121,1.44062707192121
"라라47a80b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3380.92,0,0,11.404,1.547,5.684,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.776886294168844,0,0.00280112044817927,0,0.00280112044817927,18.1206669568388,1.35745362670679,1.36125601781801
"라라50b81b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4555.18,0,0,8.313,4.692,5.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,21.0443683373653,1.41638251697266,1.41638251697266
"라라36a89b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.85,0,0,29.083,4.576,3.863,0,0,0,0,0,0,0,0,0,3,1,0.333333333,0,0,0,0,1,0.333333333,0,0,0,0,0,-0.807003560987677,0,0.00168067226890756,0,0.00168067226890756,12.0669341536521,1.23543714498468,1.23751350993423
"라라64a86b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58863.8,0,0,9.424,4.552,1.662,0,0,1,86,86,0,0,192,192,19,17,0.894736842,0,0,17,0.894736842,0,0,0,0,0,0,6,0.280049257818595,0.032258064516129,0.0106442577030812,0.0307692307692308,0.073671552988441,7.04729465389702,1.13426341116032,1.21782635815846
"라라48a94b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546.98,0,0,11.231,5.244,8.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,21.420193655051,1.4239574933545,1.4239574933545
"라라46a88a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.47,0,0,16.82,14.481,8.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,33.2695110756859,1.66278733099009,1.66278733099009
"라라59b98b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26756.22,0,0,16.219,3.185,4.663,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.701593127121761,0,0.00560224089635854,0,0.00560224089635854,20.7098967579688,1.40964104907495,1.41753819780926
"라마50a02a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0,0,20.003,8.708,10.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,35.5038200643309,1.70782111935468,1.70782111935468
"라라63a90b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282.11,0,0,13.368,9.028,4.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,24.9473436466389,1.49504923897187,1.49504923897187
